family,model,total_time,method,resolution,gate_proxy,spectral_error,trace_fidelity
TFIM,TFIM_4q_J3.0_h0.5,1.5,cartan_restricted,6,18,1.137876399088973,0.5496701177034713
TFIM,TFIM_4q_J3.0_h0.5,1.5,lc_qaoa,2,6,1.9463104116256988,0.014397069749692135
TFIM,TFIM_4q_J3.0_h0.5,1.5,lc_qaoa,4,12,1.430662480024017,0.35377337060552383
TFIM,TFIM_4q_J3.0_h0.5,1.5,lc_qaoa,6,18,0.48294234920933105,0.9154422747480014
TFIM,TFIM_4q_J3.0_h0.5,1.5,alt_qaoa_fit,2,4,1.9999140343431079,0.8620427105902447
TFIM,TFIM_4q_J3.0_h0.5,1.5,alt_qaoa_fit,4,8,0.19434515054533175,0.987296922244787
TFIM,TFIM_4q_J3.0_h0.5,1.5,alt_qaoa_fit,6,12,0.03574236273909114,0.9994457955032031
TFIM,TFIM_4q_J3.0_h0.5,1.5,prl_cartan_fit,2,9,1.352709281915686,0.3862768089500812
TFIM,TFIM_4q_J3.0_h0.5,1.5,prl_cartan_fit,4,17,1.3526755185133787,0.38633248760448513
TFIM,TFIM_4q_J3.0_h0.5,1.5,prl_cartan_fit,6,25,1.3718733593982186,0.3508028218409693
TFIM,TFIM_4q_J3.0_h0.5,1.5,cartan_qaoa_fit,2,9,1.11314317560796,0.5603468134335622
TFIM,TFIM_4q_J3.0_h0.5,1.5,cartan_qaoa_fit,4,17,1.1131981877293664,0.5603573590979375
TFIM,TFIM_4q_J3.0_h0.5,1.5,cartan_qaoa_fit,6,25,1.0386904832679997,0.564928985664938
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,trotter1,2,4,0.23439917374148583,0.985865586840416
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,trotter1,4,8,0.11425959141544936,0.9966110391725301
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,trotter1,6,12,0.07581919214632027,0.9985048653597499
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,suzuki2,2,6,0.03689553563029624,0.9997304849424983
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,suzuki2,4,12,0.008780734822079651,0.9999848752651812
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,suzuki2,6,18,0.003869081134044699,0.9999970681239345
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,cartan_restricted,2,6,0.3077827555003341,0.9675321551619983
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,cartan_restricted,4,12,0.3077827555003341,0.9675321551619985
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,cartan_restricted,6,18,0.3077827555003339,0.9675321551619988
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,lc_qaoa,2,6,0.14715257259352504,0.995756366275841
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,lc_qaoa,4,12,0.03513496818952479,0.9997586129909066
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,lc_qaoa,6,18,0.015479809499945011,0.9999531379079807
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,alt_qaoa_fit,2,4,0.04891420829995217,0.9995350424605438
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,alt_qaoa_fit,4,8,0.0045912657876304224,0.9999973398594365
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,alt_qaoa_fit,6,12,0.0017936594281016058,0.9999995873955939
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,prl_cartan_fit,2,9,0.3350149697288586,0.963972926153315
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,prl_cartan_fit,4,17,0.33501726504109586,0.9639717101938245
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,prl_cartan_fit,6,25,0.3350283084534656,0.9639718815785387
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,cartan_qaoa_fit,2,9,0.2742686427869208,0.971317324240147
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,cartan_qaoa_fit,4,17,0.27427066072615364,0.9713162487970229
XXZ,XXZ_4q_Jxy0.25_Jz2.0,0.5,cartan_qaoa_fit,6,25,0.27427752834348684,0.9713168703097435
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,trotter1,2,4,0.5371810303885053,0.9337268397506646
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,trotter1,4,8,0.22039545089185325,0.9868601183758782
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,trotter1,6,12,0.14151366606316118,0.9943603043886236
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,suzuki2,2,6,0.2316007905708168,0.9917766923094528
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,suzuki2,4,12,0.0453924322220999,0.9996873630495802
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,suzuki2,6,18,0.019449105727840886,0.9999425434883077
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,cartan_restricted,2,6,0.5271133619281094,0.9196511686685478
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,cartan_restricted,4,12,0.5271133619281094,0.9196511686685476
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,cartan_restricted,6,18,0.5271133619281094,0.9196511686685476
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,lc_qaoa,2,6,0.9170104976145358,0.8748128182677609
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,lc_qaoa,4,12,0.189523906015556,0.9946808408222184
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,lc_qaoa,6,18,0.07949213788725917,0.9990520933534187
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,alt_qaoa_fit,2,4,0.418028187356833,0.9621830500624168
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,alt_qaoa_fit,4,8,0.02843051795299646,0.9998619081757822
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,alt_qaoa_fit,6,12,0.010447345846077058,0.9999808087920606
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,prl_cartan_fit,2,9,0.6100426145366121,0.9020083158696621
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,prl_cartan_fit,4,17,0.6100441408694897,0.9020070091249511
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,prl_cartan_fit,6,25,0.6100514846562516,0.9020066601213614
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,cartan_qaoa_fit,2,9,0.5066346899232077,0.9245190447391893
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,cartan_qaoa_fit,4,17,0.5066383890390933,0.9245171420503782
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.0,cartan_qaoa_fit,6,25,0.5066401321574576,0.9245156895150605
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,trotter1,2,4,0.8609197508232742,0.8427683587507298
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,trotter1,4,8,0.12857591669191873,0.9950683302159398
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,trotter1,6,12,0.06869283795779405,0.9982375890112608
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,suzuki2,2,6,0.8731682033836793,0.8633593826784781
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,suzuki2,4,12,0.10658253597684937,0.9984643816642508
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,suzuki2,6,18,0.04448294947648236,0.9997334897448675
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,cartan_restricted,2,6,0.7539506660138888,0.8602083435980861
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,cartan_restricted,4,12,0.7539506660138882,0.8602083435980861
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,cartan_restricted,6,18,0.7539506660138882,0.8602083435980855
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,lc_qaoa,2,6,1.9996666952942608,0.25275527089514077
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,lc_qaoa,4,12,0.5261035889468599,0.9624084944693287
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,lc_qaoa,6,18,0.19915470976804314,0.9946906476618204
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,alt_qaoa_fit,2,4,0.45903422722107606,0.9183144230218235
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,alt_qaoa_fit,4,8,0.09315386322397431,0.998062733792327
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,alt_qaoa_fit,6,12,0.029117028633495138,0.9997861267171342
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,prl_cartan_fit,2,9,0.8590912678615149,0.8168338421519878
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,prl_cartan_fit,4,17,0.8590912350308191,0.816833797788552
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,prl_cartan_fit,6,25,0.8590910770676402,0.8168337969416297
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,cartan_qaoa_fit,2,9,0.7486428767378537,0.8604987830466319
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,cartan_qaoa_fit,4,17,0.7486587584280606,0.8604982851835471
XXZ,XXZ_4q_Jxy0.25_Jz2.0,1.5,cartan_qaoa_fit,6,25,0.7486495915136637,0.8604985205178413
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,trotter1,2,4,0.4067390452035459,0.9526175854187459
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,trotter1,4,8,0.19488713925703702,0.9887657047263225
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,trotter1,6,12,0.12889823966766523,0.9950544070152608
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,suzuki2,2,6,0.09681370454041571,0.998302595006517
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,suzuki2,4,12,0.022984204992898435,0.9999049145717396
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,suzuki2,6,18,0.010119821138246629,0.999981584147753
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,cartan_restricted,2,6,0.6154040398540179,0.8735096510918328
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,cartan_restricted,4,12,0.6154040398540175,0.873509651091833
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,cartan_restricted,6,18,0.6154040398540173,0.8735096510918332
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,lc_qaoa,2,6,0.39879528076897564,0.9719631129047615
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,lc_qaoa,4,12,0.09305323346621634,0.9984550141020142
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,lc_qaoa,6,18,0.04070911460996296,0.9997031924228515
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,alt_qaoa_fit,2,4,0.11715597455797631,0.9971262121725234
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,alt_qaoa_fit,4,8,0.013658544260448827,0.9999715268051671
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,alt_qaoa_fit,6,12,0.005112732472576543,0.9999960576367959
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,prl_cartan_fit,2,9,0.6377580677108934,0.8546397327554324
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,prl_cartan_fit,4,17,0.6377802516953106,0.8546246969410239
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,prl_cartan_fit,6,25,0.6377755831839818,0.8546151247156939
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,cartan_qaoa_fit,2,9,0.5395817949758948,0.8899774748885072
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,cartan_qaoa_fit,4,17,0.539641271095979,0.8899614973668912
XXZ,XXZ_4q_Jxy0.5_Jz2.0,0.5,cartan_qaoa_fit,6,25,0.5397259252292725,0.8899481468882834
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,trotter1,2,4,0.9244436145206413,0.7908822927706056
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,trotter1,4,8,0.3295772549101904,0.9611571213182217
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,trotter1,6,12,0.2059686846202021,0.9835834427075639
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,suzuki2,2,6,0.6351666267439,0.941999743668452
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,suzuki2,4,12,0.12104410732310766,0.9977829196622453
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,suzuki2,6,18,0.05116074723079735,0.9995988127521168
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,cartan_restricted,2,6,1.0086859897925402,0.7011970126881587
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,cartan_restricted,4,12,1.00868598979254,0.7011970126881587
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,cartan_restricted,6,18,1.0086859897925398,0.7011970126881595
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,lc_qaoa,2,6,1.8886734208413805,0.4269637038403461
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,lc_qaoa,4,12,0.5279287189073214,0.9592238989480715
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,lc_qaoa,6,18,0.215237008721293,0.9930417666948023
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,alt_qaoa_fit,2,4,0.9053502649110129,0.8211251263454111
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,alt_qaoa_fit,4,8,0.09124440440416268,0.9984636511204841
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,alt_qaoa_fit,6,12,0.03137245182475925,0.9998137033744415
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,prl_cartan_fit,2,9,1.053250681137007,0.6283848876603307
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,prl_cartan_fit,4,17,1.0532558062945974,0.6283761901510543
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,prl_cartan_fit,6,25,1.05325472766246,0.6283681434777927
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,cartan_qaoa_fit,2,9,0.9749882734666523,0.7156462996779973
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,cartan_qaoa_fit,4,17,0.9749752684684323,0.7156120892878178
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.0,cartan_qaoa_fit,6,25,0.975309290701674,0.7157827694684298
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,trotter1,2,4,1.5024667004974024,0.42391419421897086
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,trotter1,4,8,0.6394760315067388,0.9303337230680585
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,trotter1,6,12,0.3820618193468022,0.9740537671571614
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,suzuki2,2,6,1.692110326364843,0.4803295735616279
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,suzuki2,4,12,0.393132178441508,0.9788350567103782
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,suzuki2,6,18,0.16279812746235153,0.9963679540324883
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,cartan_restricted,2,6,1.41220010087533,0.4993151863987317
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,cartan_restricted,4,12,1.4122001008753307,0.499315186398732
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,cartan_restricted,6,18,1.4122001008753307,0.499315186398732
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,lc_qaoa,2,6,1.7295270547422772,0.03383292175251287
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,lc_qaoa,4,12,1.538819521460682,0.639761819832331
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,lc_qaoa,6,18,0.7060086972442197,0.9306416718501829
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,alt_qaoa_fit,2,4,1.0745034437438852,0.7262703870156115
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,alt_qaoa_fit,4,8,0.3269419922859869,0.9760916088096819
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,alt_qaoa_fit,6,12,0.08515029330037892,0.9979136167869064
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,prl_cartan_fit,2,9,1.3948079767144064,0.3872233300732423
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,prl_cartan_fit,4,17,1.3948083243854827,0.3872214407011049
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,prl_cartan_fit,6,25,1.394808251209062,0.38721985016888955
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,cartan_qaoa_fit,2,9,1.3920985119193325,0.4997702694079913
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,cartan_qaoa_fit,4,17,1.3920615069375686,0.4997681237500352
XXZ,XXZ_4q_Jxy0.5_Jz2.0,1.5,cartan_qaoa_fit,6,25,1.3920837167513043,0.49976718031914397
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,trotter1,2,4,0.4671310648105405,0.8943337781366958
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,trotter1,4,8,0.21406720485748199,0.9756255203087804
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,trotter1,6,12,0.14001320891805022,0.9893172662536703
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,suzuki2,2,6,0.19735599963766998,0.9912439550008275
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,suzuki2,4,12,0.04423439622996362,0.9995405522301013
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,suzuki2,6,18,0.019274151367685975,0.9999120439784993
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,cartan_restricted,2,6,1.160203919075885,0.5593262276628127
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,cartan_restricted,4,12,1.1602039190758853,0.5593262276628127
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,cartan_restricted,6,18,1.1602039190758853,0.5593262276628127
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,lc_qaoa,2,6,0.9282172983644496,0.830319431422166
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,lc_qaoa,4,12,0.18995048685971783,0.9919529155133989
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,lc_qaoa,6,18,0.07971135138468328,0.9985322442151484
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,alt_qaoa_fit,2,4,0.39060680830230643,0.9762183072405707
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,alt_qaoa_fit,4,8,0.032777872526905144,0.9997903493286494
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,alt_qaoa_fit,6,12,0.012340444003273337,0.999970900069019
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,prl_cartan_fit,2,9,1.2246650076669283,0.5038291432747065
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,prl_cartan_fit,4,17,1.2253690011241438,0.5037615928536789
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,prl_cartan_fit,6,25,1.107334144219753,0.583610428730363
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,cartan_qaoa_fit,2,9,0.9857696465057589,0.6330233869108493
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,cartan_qaoa_fit,4,17,1.087432583352398,0.6104686536004373
XXZ,XXZ_4q_Jxy1.0_Jz2.0,0.5,cartan_qaoa_fit,6,25,0.9125185322747245,0.6972440131550466
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,trotter1,2,4,1.8043612449869193,0.3751096900115165
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,trotter1,4,8,0.7307600458475633,0.8751371516546683
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,trotter1,6,12,0.44779686009941316,0.9498705926080445
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,suzuki2,2,6,1.6127402274413838,0.5722404358090353
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,suzuki2,4,12,0.3257970060748575,0.9796300317009708
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,suzuki2,6,18,0.1337887329128705,0.9964683034777071
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,cartan_restricted,2,6,1.7306751623369014,0.18931937104635743
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,cartan_restricted,4,12,1.7306751623369012,0.18931937104635743
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,cartan_restricted,6,18,1.7306751623369,0.1893193710463576
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,lc_qaoa,2,6,1.8006038222496357,0.03681379201350598
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,lc_qaoa,4,12,1.3788630232193404,0.6591846532858909
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,lc_qaoa,6,18,0.593607645915429,0.9337369269929064
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,alt_qaoa_fit,2,4,1.6700226625729058,0.4168198561135583
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,alt_qaoa_fit,4,8,0.3378419353091899,0.9824338812200595
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,alt_qaoa_fit,6,12,0.10239942052357932,0.9981817700735641
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,prl_cartan_fit,2,9,1.7680632021193396,0.09878606572263636
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,prl_cartan_fit,4,17,1.768569199466707,0.0987800052957642
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,prl_cartan_fit,6,25,1.6811640412435664,0.104958691163039
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,cartan_qaoa_fit,2,9,1.7106140758507382,0.19341092338083227
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,cartan_qaoa_fit,4,17,1.7107291578050732,0.19339416411966345
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.0,cartan_qaoa_fit,6,25,1.6240042683999465,0.19372591127548558
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,trotter1,2,4,1.9375791053385159,0.013003758113332018
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,trotter1,4,8,1.4432503011928668,0.6870447879384316
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,trotter1,6,12,0.7874267176251015,0.9074683675307401
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,suzuki2,2,6,1.9638603033458553,0.03267629852895797
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,suzuki2,4,12,1.131762906703542,0.7815388879618455
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,suzuki2,6,18,0.4325271541063335,0.9641365945574548
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,cartan_restricted,2,6,1.9998076980084318,0.08566155158860414
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,cartan_restricted,4,12,1.9998076980084314,0.08566155158860417
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,cartan_restricted,6,18,1.9998076980084325,0.08566155158860424
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,lc_qaoa,2,6,1.8999298047379913,0.1570194160130124
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,lc_qaoa,4,12,1.9853345493885421,0.05555464787490348
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,lc_qaoa,6,18,1.73626459640128,0.4835759745878279
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,alt_qaoa_fit,2,4,1.9731768397005411,0.2076089212048852
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,alt_qaoa_fit,4,8,1.3655698804533518,0.7679010233774011
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,alt_qaoa_fit,6,12,0.3969639052078777,0.9750342580574202
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,prl_cartan_fit,2,9,1.9864842660523092,0.006247766393667413
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,prl_cartan_fit,4,17,1.986508270624979,0.00625080638429991
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,prl_cartan_fit,6,25,1.9859207831636752,0.005346286834809792
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,cartan_qaoa_fit,2,9,1.8569790394391434,0.4402329181223391
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,cartan_qaoa_fit,4,17,1.9552598192268538,0.4751497249179974
XXZ,XXZ_4q_Jxy1.0_Jz2.0,1.5,cartan_qaoa_fit,6,25,1.977711268368826,0.023015435278283876
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,trotter1,2,4,0.2516652782490982,0.9842000648610354
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,trotter1,4,8,0.12057924175484457,0.9962713038680365
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,trotter1,6,12,0.07969412154663255,0.9983598076635272
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,suzuki2,2,6,0.04710661879174612,0.9995941281142544
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,suzuki2,4,12,0.011099674404207876,0.999977414776727
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,suzuki2,6,18,0.004882163016560947,0.9999956286011731
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,cartan_restricted,2,6,0.28566910097652803,0.9745982439491159
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,cartan_restricted,4,12,0.2856691009765279,0.9745982439491152
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,cartan_restricted,6,18,0.28566910097652787,0.9745982439491145
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,lc_qaoa,2,6,0.19990228678630528,0.9930176385562153
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,lc_qaoa,4,12,0.045128376575988664,0.9996325133591454
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,lc_qaoa,6,18,0.01967225032962091,0.9999295434993442
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,alt_qaoa_fit,2,4,0.12536464628771926,0.9967689417328528
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,alt_qaoa_fit,4,8,0.006723903903047168,0.9999938843202903
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,alt_qaoa_fit,6,12,0.0026197094293315803,0.9999990591149436
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,prl_cartan_fit,2,9,0.32625587147908464,0.9700643443619847
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,prl_cartan_fit,4,17,0.32625655281831617,0.9700638690428285
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,prl_cartan_fit,6,25,0.3262639382778926,0.9700637770010527
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,cartan_qaoa_fit,2,9,0.2628289512714348,0.9777015371303555
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,cartan_qaoa_fit,4,17,0.26282987290702925,0.9777008917180201
XXZ,XXZ_4q_Jxy0.25_Jz3.0,0.5,cartan_qaoa_fit,6,25,0.26283494562023624,0.9777013583261137
XXZ,XXZ_4q_Jxy0.25_Jz3.0,1.0,trotter1,2,4,0.576580962730973,0.9304712142539407
